Dimension;Value;Procedure;Measure;Pre-Op Q Mean;Pre-Op Q 5%;Pre-Op Q 1st Quartile;Pre-Op Q Median;Pre-Op Q 3rd Quartile;Pre-Op Q 95%;Post-Op Q Mean;Post-Op Q 5%;Post-Op Q 1st Quartile;Post-Op Q Median;Post-Op Q 3rd Quartile;Post-Op Q 95%;Heath Gain Mean;Heath Gain 5%;Heath Gain 1st Quartile;Heath Gain Median;Heath Gain 3rd Quartile;Heath Gain 95%;Improved;Unchanged;Worsened;Total;Year
Age and Gender;2 - 90 to 120;Hip Replacement;EQ VAS;55.553;10.0;40.0;60.0;75.0;90.0;68.092;30.0;60.0;70.0;80.0;90.0;12.539;-30.0;-5.0;10.0;30.0;55.0;90.0;21.0;41.0;152.0;2017-18
Age and Gender;2 - 90 to 120;Hip Replacement;EQ-5D Index;0.153;-0.239;-0.074;0.042;0.516;0.691;0.674;0.079;0.587;0.71;0.85;1.0;0.521;0.0;0.229;0.59;0.8;0.977;149.0;5.0;6.0;160.0;2017-18
Age and Gender;2 - 90 to 120;Hip Replacement;Oxford Hip Score;12.157;3.0;7.0;11.0;16.0;26.0;35.837;19.85;31.25;37.0;42.0;47.0;23.68;7.85;17.0;25.0;30.0;38.0;175.0;0.0;3.0;178.0;2017-18
Age and Gender;2 - 90 to 120;Knee Replacement;EQ VAS;62.238;25.75;50.0;60.0;80.0;90.0;71.202;40.0;60.0;75.0;90.0;95.0;8.964;-20.0;-2.0;10.0;20.0;45.85;53.0;8.0;23.0;84.0;2017-18
Age and Gender;2 - 90 to 120;Knee Replacement;EQ-5D Index;0.263;-0.074;-0.016;0.159;0.587;0.691;0.671;0.055;0.587;0.71;0.942;1.0;0.407;-0.09;0.123;0.327;0.694;0.986;75.0;6.0;6.0;87.0;2017-18
Age and Gender;2 - 90 to 120;Knee Replacement;Oxford Knee Score;14.0;3.0;8.0;13.0;19.0;28.15;33.214;14.0;27.0;34.5;40.75;47.0;19.214;5.0;14.0;19.0;25.75;32.45;96.0;1.0;1.0;98.0;2017-18
Age and Gender;9 - 10 to 14;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 10 to 14;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 10 to 14;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 10 to 14;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 10 to 14;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 10 to 14;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 15 to 19;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 20 to 24;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 25 to 29;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 30 to 34;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 35 to 39;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 40 to 44;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 45 to 49;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 50 to 54;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 55 to 59;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 60 to 64;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 60 to 64;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 60 to 64;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 60 to 64;Knee Replacement;EQ VAS;50.0;50.0;50.0;50.0;50.0;50.0;80.0;80.0;80.0;80.0;80.0;80.0;30.0;30.0;30.0;30.0;30.0;30.0;1.0;0.0;0.0;1.0;2017-18
Age and Gender;9 - 60 to 64;Knee Replacement;EQ-5D Index;0.055;0.055;0.055;0.055;0.055;0.055;0.691;0.691;0.691;0.691;0.691;0.691;0.636;0.636;0.636;0.636;0.636;0.636;1.0;0.0;0.0;1.0;2017-18
Age and Gender;9 - 60 to 64;Knee Replacement;Oxford Knee Score;26.0;26.0;26.0;26.0;26.0;26.0;38.0;38.0;38.0;38.0;38.0;38.0;12.0;12.0;12.0;12.0;12.0;12.0;1.0;0.0;0.0;1.0;2017-18
Age and Gender;9 - 65 to 69;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 65 to 69;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 65 to 69;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 65 to 69;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 65 to 69;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 65 to 69;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 70 to 74;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 75 to 79;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 80 to 84;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 85 to 89;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2017-18
Age and Gender;9 - 90 to 120;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2017-18
Disability;1;Hip Replacement;EQ VAS;57.49;16.0;40.0;60.0;77.0;90.0;72.698;32.0;60.0;78.0;90.0;97.0;15.207;-25.0;0.0;12.0;30.0;60.0;11312.0;1451.0;3801.0;16564.0;2017-18
Disability;1;Hip Replacement;EQ-5D Index;0.236;-0.181;-0.016;0.088;0.587;0.691;0.736;0.082;0.62;0.779;1.0;1.0;0.5;0.0;0.227;0.532;0.784;1.016;15518.0;973.0;849.0;17340.0;2017-18
Disability;1;Hip Replacement;Oxford Hip Score;14.843;4.0;9.0;14.0;19.0;28.0;37.666;18.0;32.0;40.0;45.0;48.0;22.823;4.0;16.0;24.0;30.0;38.0;18247.0;94.0;453.0;18794.0;2017-18
Disability;1;Knee Replacement;EQ VAS;61.272;20.0;50.0;65.0;80.0;90.0;70.135;30.0;60.0;75.0;85.0;95.0;8.863;-30.0;-5.0;8.0;20.0;50.0;10981.0;1906.0;5416.0;18303.0;2017-18
Disability;1;Knee Replacement;EQ-5D Index;0.311;-0.077;0.055;0.159;0.62;0.691;0.682;0.03;0.587;0.691;0.85;1.0;0.371;-0.104;0.098;0.357;0.637;0.912;15562.0;1742.0;1722.0;19026.0;2017-18
Disability;1;Knee Replacement;Oxford Knee Score;16.081;6.0;11.0;16.0;21.0;28.0;33.716;14.0;27.0;36.0;42.0;47.0;17.635;0.0;11.0;18.0;25.0;33.0;19290.0;175.0;893.0;20358.0;2017-18
Disability;2;Hip Replacement;EQ VAS;69.471;30.0;60.0;75.0;85.0;95.0;82.328;50.0;75.0;85.0;90.0;100.0;12.857;-18.9;0.0;10.0;25.0;54.0;10092.0;1529.0;2982.0;14603.0;2017-18
Disability;2;Hip Replacement;EQ-5D Index;0.454;-0.016;0.159;0.587;0.691;0.76;0.867;0.587;0.76;1.0;1.0;1.0;0.413;0.0;0.204;0.309;0.66;0.97;13721.0;726.0;644.0;15091.0;2017-18
Disability;2;Hip Replacement;Oxford Hip Score;20.628;8.0;15.0;20.0;26.0;34.0;42.23;28.0;40.0;44.0;47.0;48.0;21.602;5.0;16.0;22.0;29.0;36.0;15726.0;74.0;343.0;16143.0;2017-18
Disability;2;Knee Replacement;EQ VAS;72.622;37.0;60.0;77.0;85.0;95.0;80.114;50.0;75.0;81.0;90.0;98.0;7.492;-20.0;-3.0;5.0;15.0;44.0;11200.0;2395.0;5129.0;18724.0;2017-18
Disability;2;Knee Replacement;EQ-5D Index;0.516;0.03;0.159;0.691;0.691;0.796;0.818;0.516;0.692;0.796;1.0;1.0;0.302;-0.071;0.071;0.273;0.532;0.841;16193.0;1663.0;1492.0;19348.0;2017-18
Disability;2;Knee Replacement;Oxford Knee Score;21.933;10.0;17.0;22.0;27.0;34.0;38.517;23.0;34.0;41.0;45.0;48.0;16.584;0.0;11.0;17.0;23.0;31.0;19237.0;172.0;912.0;20321.0;2017-18
Disability;9;Hip Replacement;EQ VAS;67.041;25.0;50.0;70.0;84.0;95.0;79.123;40.0;70.0;81.0;90.0;100.0;12.082;-21.65;0.0;10.0;25.0;55.0;1137.0;175.0;416.0;1728.0;2017-18
Disability;9;Hip Replacement;EQ-5D Index;0.386;-0.074;0.055;0.516;0.691;0.76;0.824;0.516;0.691;0.85;1.0;1.0;0.439;-0.033;0.204;0.38;0.708;1.016;1692.0;110.0;101.0;1903.0;2017-18
Disability;9;Hip Replacement;Oxford Hip Score;19.009;6.0;13.0;18.0;25.0;34.0;40.437;23.0;37.0;43.0;47.0;48.0;21.428;4.0;15.0;22.0;29.0;37.0;2043.0;14.0;46.0;2103.0;2017-18
Disability;9;Knee Replacement;EQ VAS;66.406;25.3;50.0;70.0;80.0;95.0;74.239;40.0;65.0;80.0;89.0;96.0;7.833;-29.8;-5.0;5.0;20.0;50.0;783.0;163.0;417.0;1363.0;2017-18
Disability;9;Knee Replacement;EQ-5D Index;0.406;-0.074;0.088;0.587;0.691;0.727;0.747;0.159;0.689;0.76;1.0;1.0;0.341;-0.104;0.071;0.309;0.603;0.912;1295.0;146.0;148.0;1589.0;2017-18
Disability;9;Knee Replacement;Oxford Knee Score;18.575;7.0;13.0;18.0;24.0;31.25;35.284;16.0;29.0;37.0;43.0;47.0;16.709;-1.0;10.0;17.0;24.0;33.0;1667.0;15.0;94.0;1776.0;2017-18
Ethnicity;99;Hip Replacement;EQ VAS;64.816;20.0;50.0;70.0;80.0;95.0;79.915;50.0;75.0;84.0;90.0;100.0;15.099;-20.0;0.0;10.0;26.75;60.0;785.0;107.0;210.0;1102.0;2017-18
Ethnicity;99;Hip Replacement;EQ-5D Index;0.355;-0.074;0.055;0.516;0.656;0.748;0.823;0.516;0.71;0.85;1.0;1.0;0.468;0.0;0.227;0.413;0.768;1.016;1034.0;63.0;38.0;1135.0;2017-18
Ethnicity;99;Hip Replacement;Oxford Hip Score;18.313;6.0;12.0;17.0;24.0;33.0;41.048;24.0;38.0;44.0;47.0;48.0;22.735;5.0;16.0;24.0;30.0;38.0;1190.0;6.0;24.0;1220.0;2017-18
Ethnicity;99;Knee Replacement;EQ VAS;70.648;38.0;60.0;75.0;85.0;95.0;77.702;45.0;70.0;80.0;90.0;96.05;7.054;-20.0;-5.0;5.0;17.0;40.0;612.0;143.0;285.0;1040.0;2017-18
Ethnicity;99;Knee Replacement;EQ-5D Index;0.453;-0.016;0.159;0.62;0.691;0.76;0.775;0.193;0.691;0.796;1.0;1.0;0.322;-0.071;0.071;0.309;0.601;0.841;903.0;95.0;84.0;1082.0;2017-18
